epoch,train_loss,global_train_acc,global_train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,clean_ratio,agreement_ratio,selected_total_count,global_train_count,train_ratio,pred_clean_count,pred_noisy_count,true_clean_count,true_noise_count,actual_train_clean_count,actual_train_clean_ratio,clean_recall,missed_clean_count,false_clean_count,true_noise_rejected_count,total_wrong_count,missed_clean_ratio,false_clean_ratio
111,0.208373,39.704000,2.054346,45.850000,1.717633,0.000000,0.000000,0.661800,0.000000,5000,3309,0.661800,3309,1691,3676,1324,3263,0.986099,0.887650,413,46,1278,459,0.112350,0.034743
112,0.147829,29.546000,2.438428,32.750000,2.138898,0.000000,0.000000,0.720000,0.000000,5000,3600,0.720000,3600,1400,3996,1004,3548,0.985556,0.887888,448,52,952,500,0.112112,0.051793
113,0.236352,35.654000,2.176209,46.330000,1.747708,0.000000,0.000000,0.655000,0.000000,5000,3275,0.655000,3275,1725,3934,1066,3223,0.984122,0.819268,711,52,1014,763,0.180732,0.048780
114,0.133503,36.550000,2.186059,42.980000,1.805169,0.000000,0.000000,0.769000,0.000000,5000,3845,0.769000,3845,1155,4202,798,3822,0.994018,0.909567,380,23,775,403,0.090433,0.028822
115,0.173999,39.694000,2.111550,50.010000,1.645415,0.000000,0.000000,0.777600,0.000000,5000,3888,0.777600,3888,1112,4224,776,3875,0.996656,0.917377,349,13,763,362,0.082623,0.016753
116,0.172417,41.326000,2.133096,50.740000,1.721690,0.000000,0.000000,0.710800,0.000000,5000,3554,0.710800,3554,1446,4042,958,3520,0.990433,0.870856,522,34,924,556,0.129144,0.035491
117,0.135758,34.024000,2.389566,43.170000,1.827919,0.000000,0.000000,0.727800,0.000000,5000,3639,0.727800,3639,1361,4060,940,3611,0.992306,0.889409,449,28,912,477,0.110591,0.029787
118,0.157769,28.680000,2.710824,34.230000,2.281221,0.000000,0.000000,0.662400,0.000000,5000,3312,0.662400,3312,1688,3774,1226,3270,0.987319,0.866455,504,42,1184,546,0.133545,0.034258
119,0.248414,37.844000,2.195406,45.490000,1.738341,0.000000,0.000000,0.658400,0.000000,5000,3292,0.658400,3292,1708,3990,1010,3253,0.988153,0.815288,737,39,971,776,0.184712,0.038614
120,0.184731,43.420000,2.062196,50.990000,1.674058,0.000000,0.000000,0.704000,0.000000,5000,3520,0.704000,3520,1480,4018,982,3490,0.991477,0.868591,528,30,952,558,0.131409,0.030550
121,0.159735,43.292000,2.059387,52.090000,1.590638,0.000000,0.000000,0.648600,0.000000,5000,3243,0.648600,3243,1757,3882,1118,3214,0.991058,0.827924,668,29,1089,697,0.172076,0.025939
122,0.194502,29.716000,2.516434,40.180000,1.869317,0.000000,0.000000,0.736600,0.000000,5000,3683,0.736600,3683,1317,4098,902,3643,0.989139,0.888970,455,40,862,495,0.111030,0.044346
123,0.164951,38.630000,2.252692,48.690000,1.715053,0.000000,0.000000,0.638200,0.000000,5000,3191,0.638200,3191,1809,3796,1204,3140,0.984018,0.827187,656,51,1153,707,0.172813,0.042359
124,0.170262,45.360000,2.017740,53.280000,1.596019,0.000000,0.000000,0.685800,0.000000,5000,3429,0.685800,3429,1571,4052,948,3377,0.984835,0.833416,675,52,896,727,0.166584,0.054852
125,0.178258,37.516000,2.321120,45.950000,1.795005,0.000000,0.000000,0.802600,0.000000,5000,4013,0.802600,4013,987,4140,860,3982,0.992275,0.961836,158,31,829,189,0.038164,0.036047
126,0.203423,42.206000,2.161101,53.040000,1.604640,0.000000,0.000000,0.698400,0.000000,5000,3492,0.698400,3492,1508,3964,1036,3447,0.987113,0.869576,517,45,991,562,0.130424,0.043436
